"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","F2_5","CG56","T268_95","BM37_95","AV25_95","CG78","CG78b","CG678","CG1103","SF93","V80_94","AS1H41","CG98","NW221","RF21","T17","S4","Sz1b","CG81","CG474","CG967","CG1118"
"g003944_1_000001","g003944_1",NA,"hypothetical protein",60,18,70,1.23,1,3,0,13,0,16,86,"hypothetical protein(86)","NA(86)",351,501,496.08,5253,1,"F2_5_01017;F2_5_01552","CG56_01875;CG56_04947","T268_95_04652;T268_95_04911","BM37_95_00119;BM37_95_00378","AV25_95_03236","CG78_02535","CG78b_02298","CG678_02296","CG1103_00044","SF93_03123","V80_94_03130","AS1H41_03130","CG98_04416;CG98_04918","NW221_05075","RF21_00936","T17_01213","S4_01534","Sz1b_02394","CG81_04152;CG81_05178","CG474_02021;CG474_03727","CG967_05219","CG1118_01002;CG1118_05094"
"g003012","g003012",NA,"hypothetical protein",50,22,70,1.51,1,3,0,25,0,36,106,"hypothetical protein(37):IS110 family transposase ISCc4(27):IS110 family transposase ISRel7(20):IS110 family transposase ISPye46(17):IS110 family transposase ISAzs4(3):IS110 family transposase ISPye21(1):IS110 family transposase ISRsp4(1)","NA(106)",129,1044,805.13,5254,1,"F2_5_01184;F2_5_01207;F2_5_02477",NA,"T268_95_01016;T268_95_01759;T268_95_03727","BM37_95_00893;BM37_95_01048;BM37_95_02297","AV25_95_01520;AV25_95_03474","CG78_02825;CG78_03011;CG78_04788","CG78b_01162;CG78b_01190;CG78b_03991","CG678_01161;CG678_01189;CG678_03990","CG1103_02475;CG1103_02503;CG1103_04276","SF93_02270;SF93_04308","V80_94_01986;V80_94_02540;V80_94_03402","AS1H41_01986;AS1H41_02540;AS1H41_03402","CG98_04094;CG98_04544","NW221_02716;NW221_05030","RF21_02255;RF21_04024","T17_03228;T17_05122","S4_05588;S4_05657","Sz1b_02606;Sz1b_02634;Sz1b_04468","CG81_03866;CG81_04110;CG81_05476",NA,NA,"CG1118_03037"
"g000805","g000805",NA,"hypothetical protein",50,47,70,1.17,1,3,4,11,4,12,82,"hypothetical protein(86)","NA(86)",285,438,335.97,5260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_04797","CG1118_03023;CG1118_03622"
"g003751","g003751",NA,"IS630 family transposase ISMno21",50,21,70,1.37,1,6,0,16,0,26,96,"IS630 family transposase ISMno21(41):hypothetical protein(33):IS630 family transposase ISGdi4(22)","NA(96)",129,579,444.06,5262,1,"F2_5_01704;F2_5_02748;F2_5_03561",NA,"T268_95_01018;T268_95_01866","BM37_95_00720;BM37_95_00891","AV25_95_01013;AV25_95_01518","CG78_02664;CG78_03009;CG78_05016","CG78b_01093;CG78b_01188;CG78b_04473","CG678_01092;CG678_01187;CG678_04472","CG1103_02404;CG1103_02501;CG1103_04292","SF93_04993","V80_94_02538;V80_94_03437","AS1H41_02538;AS1H41_03437","CG98_05169;CG98_05394","NW221_00006;NW221_02550","RF21_04691","T17_05620","S4_05420;S4_05597;S4_05641;S4_05656;S4_05773;S4_05800","Sz1b_02568;Sz1b_02608;Sz1b_04740","CG81_05767;CG81_06002",NA,NA,"CG1118_04862"
"g003950_000003","g003950","fucU","L-fucose mutarotase",80,20,69,1,1,1,0,0,0,0,69,"L-fucose mutarotase(69)","fucU(69)",438,489,442.87,5264,1,"F2_5_02508","CG56_04664","T268_95_02915","BM37_95_03397","AV25_95_04214","CG78_01416","CG78b_04956","CG678_04950","CG1103_00817","SF93_04095","V80_94_04911","AS1H41_04911","CG98_04733","NW221_03726","RF21_02685","T17_03799","S4_05306","Sz1b_04658","CG81_01530",NA,"CG967_03173","CG1118_05029"
"g008887_000004","g008887",NA,"hypothetical protein",90,7,69,1,1,1,0,0,0,0,69,"hypothetical protein(69)","NA(69)",1662,1662,1662,5264,2,"F2_5_02510","CG56_04666","T268_95_02917","BM37_95_03399","AV25_95_04216","CG78_01414","CG78b_04958","CG678_04952","CG1103_00819","SF93_04093","V80_94_04913","AS1H41_04913","CG98_04735","NW221_03724","RF21_02683","T17_03797","S4_05308","Sz1b_04656","CG81_01532",NA,"CG967_03171","CG1118_05031"
"g007370_000003","g007370",NA,"hypothetical protein",80,9,69,1,1,1,0,0,0,0,69,"hypothetical protein(69)","NA(69)",1110,1128,1120.61,5264,3,"F2_5_02511","CG56_04667","T268_95_02918","BM37_95_03400","AV25_95_04217","CG78_01413","CG78b_04959","CG678_04953","CG1103_00820","SF93_04092","V80_94_04914","AS1H41_04914","CG98_04736","NW221_03723","RF21_02682","T17_03796","S4_05309","Sz1b_04655","CG81_01533",NA,"CG967_03170","CG1118_05032"
"g003865_000001","g003865","codAch2","Pterin deaminase",60,19,69,1,1,1,0,0,0,0,69,"Pterin deaminase(69)","codAch2(69)",684,1440,1358.52,5266,1,"F2_5_02249","CG56_00044","T268_95_02140","BM37_95_01814","AV25_95_02149","CG78_00218","CG78b_00511","CG678_00511","CG1103_01743","SF93_01779","V80_94_00515","AS1H41_00515","CG98_00176","NW221_00136","RF21_04358","T17_04453","S4_03835","Sz1b_00512","CG81_00423","CG474_00328","CG967_02491","CG1118_04680"
"g008995_000002","g008995","gltC","HTH-type transcriptional regulator GltC",70,7,69,1,1,1,0,0,0,0,69,"HTH-type transcriptional regulator GltC(65):hypothetical protein(4)","gltC(65):NA(4)",903,993,973.7,5266,2,"F2_5_02248","CG56_00045","T268_95_02139","BM37_95_01813","AV25_95_02148","CG78_00219","CG78b_00510","CG678_00510","CG1103_01744","SF93_01780","V80_94_00514","AS1H41_00514","CG98_00177","NW221_00135","RF21_01819","T17_01462","S4_03834","Sz1b_00511","CG81_00424","CG474_00329","CG967_02492","CG1118_04679"
"g007093","g007093",NA,"hypothetical protein",50,10,69,1,1,1,0,0,0,0,69,"hypothetical protein(69)","NA(69)",213,243,239.7,5267,1,"F2_5_04427","CG56_02079","T268_95_04962","BM37_95_03737","AV25_95_03293","CG78_03650","CG78b_03408","CG678_03408","CG1103_03215","SF93_03070","V80_94_03187","AS1H41_03187","CG98_04974","NW221_04848","RF21_03044","T17_04539","S4_01587","Sz1b_04429","CG81_04615","CG474_02073","CG967_02048","CG1118_04239"
"g012204_000003","g012204","cmpD","Bicarbonate transport ATP-binding protein CmpD",80,5,69,1,1,1,0,0,0,0,69,"Bicarbonate transport ATP-binding protein CmpD(69)","cmpD(69)",774,774,774,5269,1,"F2_5_02245","CG56_00048","T268_95_02136","BM37_95_01810","AV25_95_02145","CG78_00222","CG78b_00507","CG678_00507","CG1103_01747","SF93_01783","V80_94_00511","AS1H41_00511","CG98_00180","NW221_00132","RF21_01816","T17_01465","S4_03831","Sz1b_00508","CG81_00427","CG474_00332","CG967_02495","CG1118_04676"
"g003438","g003438","fitB","Toxin FitB",50,23,69,1.06,1,2,1,4,1,4,73,"Toxin FitB(72):hypothetical protein(2)","fitB(72):NA(2)",195,432,412.42,5270,1,NA,"CG56_03539","T268_95_00156","BM37_95_02536",NA,NA,NA,NA,NA,"SF93_05590",NA,NA,"CG98_03970",NA,"RF21_04868","T17_04954","S4_02246",NA,"CG81_03655",NA,"CG967_00204","CG1118_05485"
"g000838_000001","g000838",NA,"IS3 family transposase ISKpn11",60,43,69,1.22,1,3,11,14,11,15,84,"IS3 family transposase ISKpn11(59):hypothetical protein(36)","NA(95)",144,831,526.86,5271,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_03303",NA,NA,"CG98_01510",NA,"RF21_03537","T17_04497","S4_04829",NA,NA,"CG474_02684",NA,NA
"g003917_1_000001","g003917_1","ped","(S)-1-Phenylethanol dehydrogenase",60,19,69,1.07,1,2,0,5,0,5,74,"(S)-1-Phenylethanol dehydrogenase(46):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):Oxidoreductase UcpA(7):hypothetical protein(1)","ped(46):fabG(20):ucpA(7):NA(1)",123,792,694.01,5272,1,NA,"CG56_00296","T268_95_01885","BM37_95_01561","AV25_95_01897","CG78_00472","CG78b_00257","CG678_00257","CG1103_01998","SF93_02033","V80_94_00263","AS1H41_00263","CG98_00429","NW221_01309","RF21_01566","T17_01714","S4_03582","Sz1b_00258","CG81_00676","CG474_00581","CG967_01556;CG967_04491","CG1118_03277"
"g000999_000001","g000999",NA,"hypothetical protein",60,40,69,1.46,1,5,10,25,10,32,101,"hypothetical protein(65):IS6 family transposase ISStag1(33):IS6 family transposase ISAcr2(11):IS6 family transposase IS6100(2)","NA(111)",144,837,433.35,5273,1,NA,"CG56_02876;CG56_04634","T268_95_02695;T268_95_03025","BM37_95_03177;BM37_95_03506","AV25_95_03998;AV25_95_04183","(CG78_01447:CG78_01492)","CG78b_04880;CG78b_04925","CG678_04874;CG678_04919","CG1103_00740;CG1103_00786","SF93_02408;SF93_03985;SF93_04109","V80_94_04695;V80_94_04880","AS1H41_04695;AS1H41_04880","CG98_02649;CG98_04841","(NW221_03757:NW221_03802)","RF21_02433;RF21_02575;RF21_02716","T17_03382;T17_03689;T17_03830","S4_05086;S4_05275;S4_05416","(Sz1b_04689:Sz1b_04734)","CG81_01500;CG81_01642;CG81_04044;CG81_04492;CG81_04493",NA,"CG967_03202","CG1118_05000"
"g003036_000001","g003036","gsiA","Glutathione import ATP-binding protein GsiA",60,25,69,1,1,1,1,0,1,0,69,"Glutathione import ATP-binding protein GsiA(46):putative ABC transporter ATP-binding protein(13):putative ABC transporter ATP-binding protein YejF(8):Oligopeptide transport ATP-binding protein OppD(1):Oligopeptide transport ATP-binding protein OppF(1):hypothetical protein(1)","gsiA(46):NA(14):yejF(8):oppD(1):oppF(1)",174,1716,1623.73,5274,1,"F2_5_02660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g003382","g003382","aaaT","L-amino acid N-acetyltransferase AaaT",50,23,69,1,1,1,0,0,0,0,69,"L-amino acid N-acetyltransferase AaaT(64):Mycothiol acetyltransferase(4):hypothetical protein(1)","aaaT(64):mshD(4):NA(1)",240,630,567.7,5277,1,"F2_5_00076","CG56_01669","T268_95_00179","BM37_95_02559","AV25_95_00935","CG78_05130","CG78b_02579","CG678_02579","CG1103_05071","SF93_05613","V80_94_01365","AS1H41_01365","CG98_03947","NW221_00772","RF21_04845","T17_04977","S4_02269","Sz1b_01527","CG81_03631","CG474_03559","CG967_00228","CG1118_05509"
"g003675_1_000001","g003675_1",NA,"hypothetical protein",60,19,69,1.04,1,2,0,3,0,3,72,"hypothetical protein(72)","NA(72)",1266,1296,1288,5282,1,NA,"CG56_04733","T268_95_02985","BM37_95_03466","AV25_95_04286","CG78_01142","CG78b_05025","CG678_05019","CG1103_00886","SF93_04025","V80_94_04983","AS1H41_04983","CG98_04802","NW221_03657","RF21_02615","T17_03729","S4_05376","Sz1b_04589","CG81_01600",NA,"CG967_03110","CG1118_01415"
"g007764_1_000002","g007764_1",NA,"hypothetical protein",70,5,69,1.04,1,2,0,3,0,3,72,"hypothetical protein(72)","NA(72)",738,834,828.5,5284,1,"F2_5_03498;F2_5_03993",NA,"T268_95_00583","BM37_95_02962",NA,NA,NA,NA,NA,"SF93_00623",NA,NA,"CG98_01374",NA,NA,"T17_00598","S4_02701",NA,"CG81_05199",NA,NA,NA
"g005179_000001","g005179","scoA","putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A",60,15,69,1.22,1,2,14,15,14,15,84,"putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A(98)","scoA(98)",288,723,611.97,5294,1,"F2_5_02272","CG56_00021","T268_95_02164","BM37_95_01838","AV25_95_02172","CG78_00195","CG78b_00534","CG678_00534","CG1103_04598","SF93_01755","V80_94_00538","AS1H41_00538","CG98_00153","NW221_04283","RF21_04334","T17_04429","S4_03859","Sz1b_00535","CG81_00400","CG474_00305","CG967_02467","CG1118_04704"
"g011311_1_000003","g011311_1","ntaA","Nitrilotriacetate monooxygenase component A",70,3,69,1.04,1,2,0,3,0,3,72,"Nitrilotriacetate monooxygenase component A(70):hypothetical protein(2)","ntaA(70):NA(2)",285,1353,1319.83,5295,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG98_01440",NA,NA,NA,NA,NA,NA,"CG474_02517",NA,NA
"g000714_000001","g000714",NA,"hypothetical protein",60,49,69,1.23,1,3,0,14,0,16,85,"hypothetical protein(85)","NA(85)",480,735,521.75,5296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_04799","CG1118_03025;CG1118_03620"
"g000039_2","g000039_2",NA,"hypothetical protein",50,43,69,1.17,1,2,0,12,0,12,81,"hypothetical protein(81)","NA(81)",426,447,440.67,5297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01704",NA
"g005704_000001","g005704","scoB","putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B",60,13,69,1.22,1,2,0,15,0,15,84,"putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B(84)","scoB(84)",564,666,633.04,5299,1,"F2_5_02273","CG56_00020","T268_95_02165","BM37_95_01839","AV25_95_02173","CG78_00194","CG78b_00535","CG678_00535","CG1103_04597","SF93_01754","V80_94_00539","AS1H41_00539","CG98_00152","NW221_04282","RF21_04333","T17_04428","S4_03860","Sz1b_00536","CG81_00399","CG474_00304","CG967_02466","CG1118_04705"
"g001674_000002","g001674",NA,"hypothetical protein",70,35,68,1.09,1,2,0,6,0,6,74,"hypothetical protein(74)","NA(74)",351,864,828.97,5303,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG81_05635",NA,NA,NA
"g013580_000003","g013580","gph","Phosphoglycolate phosphatase",80,4,68,1,1,1,0,0,0,0,68,"Phosphoglycolate phosphatase(68)","gph(68)",624,633,630.88,5304,1,NA,"CG56_01515","T268_95_02638","BM37_95_03137","AV25_95_02350","CG78_03615","CG78b_02432","CG678_02431","CG1103_03292","SF93_03245","V80_94_03393","AS1H41_03393",NA,"NW221_05031","RF21_03001","T17_04112","S4_05789","Sz1b_03471","CG81_04530",NA,"CG967_02013","CG1118_03120"
"g001163_000001","g001163",NA,"hypothetical protein",60,32,68,1.43,1,20,13,9,13,29,97,"hypothetical protein(111)","NA(111)",213,1500,1191.92,5308,1,NA,NA,NA,NA,"AV25_95_02307",NA,NA,NA,NA,NA,"V80_94_02823","AS1H41_02823",NA,NA,NA,NA,NA,NA,NA,"CG474_01833",NA,"CG1118_04851"
"g004572_000002","g004572","rbsK","Ribokinase",70,17,68,1,1,1,0,0,0,0,68,"Ribokinase(68)","rbsK(68)",231,939,920.12,5311,1,"F2_5_02514","CG56_04670","T268_95_02921","BM37_95_03403","AV25_95_04220","CG78_01410","CG78b_04962","CG678_04956","CG1103_00823","SF93_04089","V80_94_04917","AS1H41_04917","CG98_04739","NW221_03720","RF21_02679","T17_03793","S4_05312","Sz1b_04652","CG81_01536",NA,"CG967_03167","CG1118_05035"
"g007133","g007133",NA,"hypothetical protein",50,10,68,1,1,1,0,0,0,0,68,"hypothetical protein(68)","NA(68)",174,408,397.85,5313,1,"F2_5_00892",NA,NA,NA,NA,NA,NA,NA,NA,"SF93_05407",NA,NA,NA,NA,"RF21_05085","T17_00994","S4_01172",NA,"CG81_05057","CG474_04348","CG967_01551",NA
"g000595","g000595","mltC","Membrane-bound lytic murein transglycosylase C",50,52,68,1.25,1,3,0,15,0,17,85,"Membrane-bound lytic murein transglycosylase C(76):hypothetical protein(9)","mltC(76):NA(9)",597,1041,838.09,5314,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02722;CG967_04796","CG1118_03022;CG1118_03623"
"g007696_000003","g007696",NA,"hypothetical protein",80,9,67,1,1,1,0,0,0,0,67,"hypothetical protein(67)","NA(67)",240,336,321.67,5325,1,"F2_5_03466","CG56_03503","T268_95_02620","BM37_95_03155","AV25_95_02406","CG78_03609","CG78b_02415","CG678_02413","CG1103_03282","SF93_03262","V80_94_02790","AS1H41_02790","CG98_04152","NW221_04248","RF21_03018","T17_04114","S4_04850","Sz1b_03490","CG81_04516",NA,NA,NA
"g009023","g009023",NA,"hypothetical protein",50,7,67,1,1,1,0,0,0,0,67,"hypothetical protein(67)","NA(67)",765,954,811.12,5329,1,"F2_5_03167","CG56_04358","T268_95_03499","BM37_95_04505","AV25_95_02494","CG78_04635","CG78b_01596","CG678_01594","CG1103_05419","SF93_05011","V80_94_00647","AS1H41_00647","CG98_02922","NW221_02306","RF21_04469","T17_05241","S4_00825","Sz1b_04937","CG81_02431","CG474_03202","CG967_03717","CG1118_00439"
"g006486","g006486","occM","Octopine transport system permease protein OccM",50,11,67,1.01,1,2,0,1,0,1,68,"Octopine transport system permease protein OccM(68)","occM(68)",729,837,803.47,5331,1,NA,"CG56_01739","T268_95_01207","BM37_95_01209","AV25_95_01145","CG78_00939","CG78b_05308","CG678_05305","CG1103_02316",NA,"V80_94_01587","AS1H41_01587","CG98_04550","NW221_01172",NA,NA,NA,"Sz1b_01003","CG81_04443",NA,NA,NA
"g001853_000002","g001853",NA,"ISNCY family transposase ISRel26",70,33,67,1.27,1,4,2,15,2,18,85,"ISNCY family transposase ISRel26(71):hypothetical protein(16)","NA(87)",177,1413,1077.93,5333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_01838",NA,NA
"g005908_000002","g005908","tfdB","2%2C4-dichlorophenol 6-monooxygenase",70,12,67,1,1,1,0,0,0,0,67,"2%2C4-dichlorophenol 6-monooxygenase(67)","tfdB(67)",1755,1758,1756.3,5335,1,NA,"CG56_04734","T268_95_02986","BM37_95_03467","AV25_95_04287","CG78_01143","CG78b_05026","CG678_05020","CG1103_00887","SF93_04024","V80_94_04984","AS1H41_04984","CG98_04803","NW221_03656","RF21_02614","T17_03728","S4_05377","Sz1b_04588","CG81_01601",NA,"CG967_03109","CG1118_01416"
"g001393_1_000001","g001393_1","lov","hypothetical protein",60,30,67,1.43,1,4,2,23,2,29,96,"hypothetical protein(68):Blue-light-activated histidine kinase 1(29):Blue-light-activated histidine kinase(1)","NA(97):lov(1)",180,1167,987.06,5336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_01352",NA,NA,"CG98_01548",NA,"RF21_02209","T17_02473","S4_04814",NA,NA,"CG474_02625",NA,NA
"g002371_000001","g002371",NA,"hypothetical protein",60,28,67,1.4,1,4,2,18,2,27,94,"hypothetical protein(96)","NA(96)",129,690,385.56,5337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG98_01921",NA,NA,NA,NA,NA,NA,"CG474_01199","CG967_03378",NA
"g006973","g006973",NA,"hypothetical protein",50,10,67,1,1,1,0,0,0,0,67,"hypothetical protein(67)","NA(67)",519,633,583.93,5338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_01626",NA
"g001274_1_000006","g001274_1","xerC","Tyrosine recombinase XerC",80,33,67,1.06,1,2,0,4,0,4,71,"Tyrosine recombinase XerC(50):hypothetical protein(21)","xerC(50):NA(21)",171,1020,794.79,5339,1,NA,"CG56_05053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g002599_1_000001","g002599_1",NA,"hypothetical protein",60,26,67,1.07,1,2,0,5,0,5,72,"hypothetical protein(72)","NA(72)",288,357,293.46,5343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG967_02870",NA
"g005772","g005772",NA,"hypothetical protein",50,13,67,1,1,1,0,0,0,0,67,"hypothetical protein(67)","NA(67)",1062,1095,1081.97,5345,1,"F2_5_00900","CG56_03358","T268_95_04536","BM37_95_00003","AV25_95_02841","CG78_02187","CG78b_01950","CG678_01948","CG1103_00392","SF93_05415","V80_94_00998","AS1H41_00998","CG98_01659","NW221_04426","RF21_05077","T17_01255","S4_01180","Sz1b_02046","CG81_05066","CG474_04356","CG967_05556","CG1118_01115"
"g002817_000001","g002817","hbpA","Heme-binding protein A",60,26,66,1,1,1,1,0,1,0,66,"Heme-binding protein A(66):HTH-type transcriptional regulator SgrR(1)","hbpA(66):sgrR(1)",573,1680,1576.39,5351,1,"F2_5_02663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g003558_000002","g003558","dppB","Dipeptide transport system permease protein DppB",70,21,66,1,1,1,1,0,1,0,66,"Dipeptide transport system permease protein DppB(62):hypothetical protein(3):Glutathione transport system permease protein GsiC(2)","dppB(62):NA(3):gsiC(2)",213,984,940.97,5351,2,"F2_5_02662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g003441_000001","g003441",NA,"hypothetical protein",60,23,66,1.2,1,3,0,12,0,13,79,"hypothetical protein(79)","NA(79)",171,189,177.99,5352,1,"F2_5_01731","CG56_01782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CG474_02632",NA,NA
"g011229_000001","g011229","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",60,5,66,1,1,1,0,0,0,0,66,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(52):Maltose/maltodextrin import ATP-binding protein MalK(14)","ugpC(52):malK(14)",1059,1086,1064.73,5358,1,"F2_5_01169",NA,NA,NA,NA,"CG78_02636","CG78b_01065","CG678_01064","CG1103_02376",NA,NA,NA,NA,"NW221_02522",NA,NA,NA,"Sz1b_02540",NA,NA,NA,NA
"g002162","g002162","anoR","hypothetical protein",50,30,66,1.12,1,4,4,6,4,8,74,"hypothetical protein(44):Transcriptional activator protein AnoR(30):HTH-type quorum sensing-dependent transcriptional regulator VjbR(4)","NA(44):anoR(30):vjbR(4)",696,837,742.58,5359,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(CG967_01707:CG967_03840)","CG1118_00911"
"g002516","g002516",NA,"hypothetical protein",50,28,66,1.08,1,2,0,5,0,5,71,"hypothetical protein(44):Type IV secretion system protein virB10(27)","NA(71)",951,1296,1250.03,5363,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF93_02493",NA,NA,NA,NA,NA,"T17_02197","S4_04618",NA,NA,NA,NA,NA
"g002738_2","g002738_2","araQ","L-arabinose transport system permease protein AraQ",50,11,66,1,1,1,0,0,0,0,66,"L-arabinose transport system permease protein AraQ(37):Lactose transport system permease protein LacG(29)","araQ(37):lacG(29)",828,837,828.41,5364,1,"F2_5_02676","CG56_01165","T268_95_03104","BM37_95_03586","AV25_95_01375","CG78_01241","CG78b_05124","CG678_05118","CG1103_01438","SF93_03908","V80_94_01822","AS1H41_01822","CG98_03646","NW221_03558","RF21_02499","T17_03611","S4_05492","Sz1b_04490","CG81_02736",NA,"CG967_02994","CG1118_01139"
"g005767","g005767","vapC","hypothetical protein",50,13,66,1,1,1,0,0,0,0,66,"hypothetical protein(57):tRNA(fMet)-specific endonuclease VapC(9)","NA(57):vapC(9)",399,420,401.86,5368,1,NA,NA,NA,NA,NA,"CG78_02671","CG78b_01100","CG678_01099","CG1103_02411",NA,NA,NA,NA,"NW221_02557",NA,NA,NA,"Sz1b_02575",NA,NA,NA,NA
"g006236","g006236",NA,"hypothetical protein",50,10,66,1,1,1,0,0,0,0,66,"hypothetical protein(66)","NA(66)",819,2151,2030.41,5370,1,"F2_5_02355","CG56_03814","T268_95_02249","BM37_95_01923","AV25_95_04725","CG78_00110","CG78b_00619","CG678_00619","CG1103_04513","SF93_01671","V80_94_04350","AS1H41_04350","CG98_00069","NW221_00832","RF21_04250","T17_04345","S4_03943","Sz1b_00620","CG81_00316","CG474_00221","CG967_02382","CG1118_04789"
"g003398_000001","g003398","tdh","Zinc-type alcohol dehydrogenase-like protein",60,23,66,1,1,1,1,0,1,0,66,"Zinc-type alcohol dehydrogenase-like protein(34):L-threonine 3-dehydrogenase(19):2-haloacrylate reductase(9):Alcohol dehydrogenase(4):hypothetical protein(1)","NA(44):tdh(19):adh(4)",426,975,904.34,5371,1,NA,"CG56_04678","T268_95_02929","BM37_95_03411","AV25_95_04228","CG78_01402","CG78b_04970","CG678_04964","CG1103_00831","SF93_04081","V80_94_04925","AS1H41_04925","CG98_04747","NW221_03712","RF21_02671","T17_03785","S4_05320","Sz1b_04644","CG81_01544",NA,"CG967_03159","(CG1118_05043:CG1118_05044)"
"g009888_000003","g009888","dmoA","Dimethyl-sulfide monooxygenase",80,6,65,1,1,1,0,0,0,0,65,"Dimethyl-sulfide monooxygenase(65)","dmoA(65)",1386,1386,1386,5373,1,"F2_5_02084","CG56_00210","T268_95_01973","BM37_95_01648","AV25_95_01984","CG78_00385","CG78b_00344","CG678_00344","CG1103_01911","SF93_01946","V80_94_00350","AS1H41_00350","CG98_00342","NW221_01222","RF21_01653","T17_01627","S4_03669","Sz1b_00345","CG81_00590","CG474_00495","CG967_02660","CG1118_03363"
"g006521_000001","g006521","rutF","FMN reductase (NADH) RutF",60,11,65,1,1,1,0,0,0,0,65,"FMN reductase (NADH) RutF(65)","rutF(65)",507,510,509.4,5373,2,"F2_5_02085","CG56_00209","T268_95_01974","BM37_95_01649","AV25_95_01985","CG78_00384","CG78b_00345","CG678_00345","CG1103_01910","SF93_01945","V80_94_00351","AS1H41_00351","CG98_00341","NW221_01221","RF21_01654","T17_01626","S4_03670","Sz1b_00346","CG81_00589","CG474_00494","CG967_02659","CG1118_03364"
