"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG108","CG118","CG989","CG1013","T393_94","Rr4","CG47","Ni1","T60_94","T267_94","P86_93","AB4","CG964","CG49"
"g004802_000002","g004802","yddG","hypothetical protein",70,16,132,1,1,1,0,0,0,0,132,"hypothetical protein(75):Methyl viologen resistance protein YddG(43):Aromatic amino acid exporter YddG(14)","NA(75):yddG(57)",879,1014,886.43,2964,1,"CG108_01003","CG118_03299","CG989_04081","CG1013_04606","T393_94_04937","Rr4_00241","CG47_01221","Ni1_04422","T60_94_05369","T267_94_05336","P86_93_05268","AB4_05136","CG964_04595","CG49_02607"
"g010433_000002","g010433","tctD","Transcriptional regulatory protein tctD",70,6,132,1,1,1,0,0,0,0,132,"Transcriptional regulatory protein tctD(132)","tctD(132)",666,669,667.86,2966,1,"CG108_00393","CG118_00394","CG989_00318","CG1013_02405","T393_94_01919","Rr4_02236","CG47_02642","Ni1_05123","T60_94_00195","T267_94_02166","P86_93_02165","AB4_01637","CG964_03755","CG49_02518"
"g007551_000003","g007551",NA,"Purine-binding protein",80,9,131,1,1,1,0,0,0,0,131,"Purine-binding protein(131)","NA(131)",1113,1125,1118.54,2969,1,"CG108_02201","CG118_02341","CG989_02357","CG1013_02086","T393_94_02669","Rr4_04725","CG47_00781","Ni1_03659","T60_94_02303","T267_94_02923","P86_93_02938","AB4_03608","CG964_03045","CG49_00189"
"g005895_000002","g005895","rbsA","Ribose import ATP-binding protein RbsA",70,11,131,1,1,1,0,0,0,0,131,"Ribose import ATP-binding protein RbsA(129):Galactose/methyl galactoside import ATP-binding protein MglA(2)","rbsA(129):mglA(2)",1524,1638,1583.18,2969,2,"CG108_02200","CG118_02340","CG989_02358","CG1013_02087","T393_94_02668","Rr4_04724","CG47_00780","Ni1_03660","T60_94_02302","T267_94_02922","P86_93_02937","AB4_03609","CG964_03046","CG49_00188"
"g006976_000002","g006976",NA,"hypothetical protein",70,10,131,1,1,1,0,0,0,0,131,"hypothetical protein(131)","NA(131)",1044,1050,1045.21,2969,3,"CG108_02199","CG118_02339","CG989_02359","CG1013_02088","T393_94_02667","Rr4_04723","CG47_00779","Ni1_03661","T60_94_02301","T267_94_02921","P86_93_02936","AB4_03610","CG964_03047","CG49_00187"
"g011581_000003","g011581",NA,"hypothetical protein",80,5,131,1,1,1,0,0,0,0,131,"hypothetical protein(131)","NA(131)",936,936,936,2969,4,"CG108_02198","CG118_02338","CG989_02360","CG1013_02089","T393_94_02666","Rr4_04722","CG47_00778","Ni1_03662","T60_94_02300","T267_94_02920","P86_93_02935","AB4_03611","CG964_03048","CG49_00186"
"g006266_000002","g006266","plcC","hypothetical protein",70,11,131,1.01,1,2,0,1,0,1,132,"hypothetical protein(79):Phospholipase C 3(51):Phospholipase C 2(2)","NA(79):plcC(51):plcB(2)",1629,1632,1629.05,2971,1,"CG108_01467","CG118_01537","CG989_00823","CG1013_02797","T393_94_02312","Rr4_03672","CG47_02368","Ni1_03115","T60_94_00588","T267_94_02559","P86_93_02558","AB4_01245","CG964_01333","CG49_02307"
"g004520_000001","g004520","mauG","Methylamine utilization protein MauG",60,17,131,1.01,1,2,0,1,0,1,132,"Methylamine utilization protein MauG(129):hypothetical protein(3)","mauG(129):NA(3)",1365,1386,1377.77,2971,2,"CG108_01466","CG118_01538","CG989_00822","CG1013_02798","T393_94_02313","Rr4_03673","CG47_02369","Ni1_03116","T60_94_00589","T267_94_02560","P86_93_02559","AB4_01244","CG964_01332","CG49_02308"
"g002174","g002174",NA,"hypothetical protein",50,31,131,1.03,1,2,0,4,0,4,135,"hypothetical protein(135)","NA(135)",225,270,256.84,2973,1,NA,NA,NA,"CG1013_00315","T393_94_00249","Rr4_01441","CG47_00249","Ni1_01717","T60_94_01281","T267_94_00249","P86_93_00249","AB4_02871","CG964_00496","CG49_03169"
"g004659","g004659",NA,"hypothetical protein",50,17,131,1,1,1,0,0,0,0,131,"hypothetical protein(131)","NA(131)",429,720,715.28,2977,1,NA,NA,NA,NA,"T393_94_03440","Rr4_03871","CG47_05141","Ni1_00384","T60_94_03792","T267_94_03695","P86_93_03712","AB4_04034","CG964_02369","CG49_02768"
"g002851_000002","g002851","dadD","5'-deoxyadenosine deaminase",70,26,131,1,1,1,0,0,0,0,131,"5'-deoxyadenosine deaminase(71):Guanine deaminase(60)","dadD(71):guaD(60)",1344,1365,1359.07,2978,1,"CG108_02196","CG118_02336","CG989_02362","CG1013_02091","T393_94_02664","Rr4_04720","CG47_00776","Ni1_03664","T60_94_02298","T267_94_02918","P86_93_02933","AB4_03613","CG964_03050","CG49_00184"
"g003405","g003405",NA,"hypothetical protein",50,22,131,1,1,1,2,0,2,0,131,"hypothetical protein(133)","NA(133)",183,1002,937.89,2979,1,NA,NA,NA,NA,"T393_94_03438","Rr4_03869","CG47_05139","Ni1_00386","T60_94_03790","T267_94_03693","P86_93_03710","AB4_04032","CG964_02371","CG49_02766"
"g005351","g005351","comR","HTH-type transcriptional repressor ComR",50,14,131,1,1,1,0,0,0,0,131,"HTH-type transcriptional repressor ComR(128):hypothetical protein(3)","comR(128):NA(3)",558,747,592.83,2981,1,"CG108_00042","CG118_00042","CG989_00670","CG1013_00749","T393_94_00683","Rr4_00968","CG47_00915","Ni1_02099","T60_94_03280","T267_94_00692","P86_93_00689","AB4_03254","CG964_00114","CG49_04799"
"g009873_000001","g009873","ycaD","putative MFS-type transporter YcaD",60,6,131,1,1,1,0,0,0,0,131,"putative MFS-type transporter YcaD(131)","ycaD(131)",1233,1293,1265.66,2982,1,"CG108_02440","CG118_00744","CG989_01914","CG1013_00050","T393_94_01569","Rr4_02403","CG47_03790","Ni1_02588","T60_94_04245","T267_94_04131","P86_93_04148","AB4_04097","CG964_02234","CG49_02714"
"g004096","g004096","cnrB","Nickel and cobalt resistance protein CnrB",50,19,131,1.24,1,2,0,31,0,31,162,"Nickel and cobalt resistance protein CnrB(113):Multidrug resistance protein MdtA(47):Efflux pump periplasmic linker BepF(1):Multidrug resistance protein MdtE(1)","cnrB(113):mdtA(47):mdtE(1):bepF(1)",846,1122,1077.37,2983,1,"CG108_04436","CG118_04852","CG989_04825",NA,"T393_94_00871;T393_94_03225","Rr4_00075;Rr4_04523","CG47_04924;CG47_05388","Ni1_01224;Ni1_05292","T60_94_01520;T60_94_03575","T267_94_01345;T267_94_03479","P86_93_01346;P86_93_03496","AB4_03818","CG964_02585","CG49_00678;CG49_04031"
"g005890","g005890","malT","HTH-type transcriptional regulator MalT",50,10,131,1.01,1,2,1,1,1,1,132,"HTH-type transcriptional regulator MalT(132):Transcriptional regulatory protein LiaR(1)","malT(132):liaR(1)",630,2709,2654.35,2985,1,"CG108_02580","CG118_05146","CG989_05161","(CG1013_01742:CG1013_01743)","T393_94_03012","Rr4_04971","CG47_01788","Ni1_01298","T60_94_02708","T267_94_03267","P86_93_03281","AB4_00571","CG964_04888","CG49_00532"
"g009325_000003","g009325","cynT","Carbonic anhydrase 1",80,7,131,1,1,1,0,0,0,0,131,"Carbonic anhydrase 1(131)","cynT(131)",690,705,704.75,2987,1,"CG108_05107","CG118_00834","CG989_01240","CG1013_03321","T393_94_03867","Rr4_02354","CG47_04200","Ni1_00580","T60_94_04640","T267_94_04544","P86_93_04543","AB4_05041","CG964_01017","CG49_05453"
"g006803_000003","g006803","ade","Adenine deaminase",80,10,131,1,1,1,0,0,0,0,131,"Adenine deaminase(131)","ade(130):adeC(1)",1800,1803,1800.02,2988,1,"CG108_02205","CG118_02345","CG989_02353","CG1013_02082","T393_94_02673","Rr4_04729","CG47_00785","Ni1_03655","T60_94_02307","T267_94_02927","P86_93_02942","AB4_03604","CG964_03041","CG49_00193"
"g005273_000002","g005273",NA,"hypothetical protein",70,14,130,1,1,1,0,0,0,0,130,"hypothetical protein(130)","NA(130)",1731,1758,1755.28,2989,1,"CG108_04873","CG118_04067","CG989_00902","CG1013_03684","T393_94_01476","Rr4_02557","CG47_01068","Ni1_02196","T60_94_01960","T267_94_01785","P86_93_01786","AB4_02648","CG964_01099","CG49_03819"
"g003963_000002","g003963",NA,"hypothetical protein",70,20,130,1,1,1,0,0,0,0,130,"hypothetical protein(130)","NA(130)",330,552,464.4,2989,2,"CG108_04872","CG118_04066","CG989_00903","CG1013_03685","T393_94_01477","Rr4_02556","CG47_01067","Ni1_02195","T60_94_01961","T267_94_01786","P86_93_01787","AB4_02649","CG964_01098","CG49_03820"
"g001817","g001817","lolD","putative ABC transporter ATP-binding protein",50,34,130,1,1,1,0,0,0,0,130,"putative ABC transporter ATP-binding protein(93):Lipoprotein-releasing system ATP-binding protein LolD(23):ABC transporter ATP-binding protein YtrE(14)","NA(93):lolD(23):ytrE(14)",681,714,697.89,2989,3,"CG108_04871","CG118_04065","CG989_00904","CG1013_03686","T393_94_01478","Rr4_02555","CG47_01066","Ni1_02194","T60_94_01962","T267_94_01787","P86_93_01788","AB4_02650","CG964_01097","CG49_03821"
"g002366_000001","g002366",NA,"hypothetical protein",60,29,130,1,1,1,0,0,0,0,130,"hypothetical protein(130)","NA(130)",1245,1458,1346.26,2989,4,"CG108_04870","CG118_04064","CG989_00905","CG1013_03687","T393_94_01479","Rr4_02554","CG47_01065","Ni1_02193","T60_94_01963","T267_94_01788","P86_93_01789","AB4_02651","CG964_01096","CG49_03822"
"g008977_000002","g008977","acdS","1-aminocyclopropane-1-carboxylate deaminase",70,7,130,1,1,1,0,0,0,0,130,"1-aminocyclopropane-1-carboxylate deaminase(130)","acdS(130)",1014,1020,1014.09,2990,1,"CG108_02545","CG118_05111","CG989_05196","CG1013_01725","T393_94_03029","Rr4_04954","CG47_01771","Ni1_01315","T60_94_02725","T267_94_03284","P86_93_03298","AB4_00588","CG964_04871","CG49_00549"
"g006962_000002","g006962","lrp","Leucine-responsive regulatory protein",70,10,130,1,1,1,0,0,0,0,130,"Leucine-responsive regulatory protein(130)","lrp(130)",258,480,463.82,2990,2,"CG108_02546","CG118_05112","CG989_05195","CG1013_01726","T393_94_03028","Rr4_04955","CG47_01772","Ni1_01314","T60_94_02724","T267_94_03283","P86_93_03297","AB4_00587","CG964_04872","CG49_00548"
"g004959_000001","g004959","rcsC","Sensor histidine kinase RcsC",60,14,130,1,1,1,5,0,5,0,130,"Sensor histidine kinase RcsC(130):hypothetical protein(5)","rcsC(130):NA(5)",345,2358,2254.8,2991,1,"CG108_02170","CG118_02310","CG989_02388","CG1013_02116","(T393_94_02638:T393_94_02639)","Rr4_04695","CG47_00751","Ni1_00218","(T60_94_02272:T60_94_02273)","(T267_94_02892:T267_94_02893)","(P86_93_02907:P86_93_02908)","AB4_03638","CG964_03075","CG49_00159"
"g005421_000001","g005421","rssB","Regulator of RpoS",60,12,130,1,1,1,0,0,0,0,130,"Regulator of RpoS(94):Response regulator PleD(30):Transcriptional regulatory protein PrrA(3):Response regulator SaeR(2):Regulatory protein AtoC(1)","rssB(94):pleD(30):prrA(3):saeR(2):atoC(1)",444,486,470.95,2991,2,"CG108_02169","CG118_02309","CG989_02389","CG1013_02117","T393_94_02637","Rr4_04694","CG47_00750","Ni1_00219","T60_94_02271","T267_94_02891","P86_93_02906","AB4_03639","CG964_03076","CG49_00158"
"g002655_000001","g002655","araG","Arabinose import ATP-binding protein AraG",60,27,130,1,1,1,0,0,0,0,130,"Arabinose import ATP-binding protein AraG(129):Galactose/methyl galactoside import ATP-binding protein MglA(1)","araG(129):mglA(1)",1479,1533,1482.78,2994,1,"CG108_01977","CG118_02118","CG989_02578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g007106_000002","g007106",NA,"hypothetical protein",70,10,130,1,1,1,0,0,0,0,130,"hypothetical protein(130)","NA(130)",450,465,455.84,2996,1,"CG108_02173","CG118_02313","CG989_02385","CG1013_02113","T393_94_02642","Rr4_04698","CG47_00754","Ni1_00215","T60_94_02276","T267_94_02896","P86_93_02911","AB4_03635","CG964_03072","CG49_00162"
"g004121_000002","g004121","gstB","Glutathione S-transferase GstB",70,18,130,1,1,1,0,0,0,0,130,"Glutathione S-transferase GstB(130)","gstB(130)",582,645,640.25,2997,1,"CG108_04905","CG118_03672","CG989_05261","CG1013_04257","T393_94_04418",NA,"CG47_03966","Ni1_04215","T60_94_04068","T267_94_03954","P86_93_03971","AB4_04273","CG964_04033","CG49_05089"
"g008040","g008040","hcaR","Hca operon transcriptional activator HcaR",50,8,130,1.03,1,2,0,4,0,4,134,"Hca operon transcriptional activator HcaR(134)","hcaR(134)",831,957,926.28,3000,1,"CG108_01826","CG118_01804","CG989_02103","CG1013_01138","T393_94_01006","Rr4_03338","CG47_01478","Ni1_00981","T60_94_01342","T267_94_01166","P86_93_01222","AB4_00227","CG964_01849","CG49_01288"
"g004624_000001","g004624","pyrE","Orotate phosphoribosyltransferase",60,17,130,1,1,1,0,0,0,0,130,"Orotate phosphoribosyltransferase(130)","pyrE(130)",516,543,524.75,3002,1,"CG108_01881","CG118_00612","CG989_01825","CG1013_04297","T393_94_04458","Rr4_00445","CG47_03926","Ni1_04255","T60_94_04108","T267_94_03994","P86_93_04011","AB4_04233","CG964_03993","CG49_05129"
"g005938_000002","g005938","argE","Acetylornithine deacetylase",70,12,130,1,1,1,0,0,0,0,130,"Acetylornithine deacetylase(128):Succinyl-diaminopimelate desuccinylase(2)","argE(128):dapE(2)",1365,1425,1381.94,3003,1,"CG108_01529","CG118_05231","CG989_05076","CG1013_01844","T393_94_02911","Rr4_05072","CG47_04671","Ni1_03416","T60_94_02606","T267_94_03165","P86_93_03180","AB4_03366","CG964_04989","CG49_00431"
"g000674_2","g000674_2","dapE","Succinyl-diaminopimelate desuccinylase",50,20,130,1,1,1,0,0,0,0,130,"Succinyl-diaminopimelate desuccinylase(130)","dapE(130)",1395,1446,1412.75,3005,1,"CG108_02136","CG118_02276","CG989_02422","CG1013_02150","T393_94_02604","Rr4_04660","CG47_00717","Ni1_00252","T60_94_02238","T267_94_02858","P86_93_02873","AB4_03672","CG964_03110","CG49_00124"
"g006096_000002","g006096",NA,"hypothetical protein",70,12,129,1.01,1,2,0,1,0,1,130,"hypothetical protein(130)","NA(130)",543,543,543,3007,1,"CG108_04498","CG118_04914","CG989_04887",NA,"T393_94_03384","Rr4_04363","CG47_05084","Ni1_00440","T60_94_03734","T267_94_03638","P86_93_03656","AB4_03978","CG964_02425","CG49_04190"
"g000456_1_000005","g000456_1","thiL","Thiamine-monophosphate kinase",70,20,129,1.01,1,2,0,1,0,1,130,"Thiamine-monophosphate kinase(130)","thiL(130)",969,1005,983.1,3007,2,"CG108_04499","CG118_04915","CG989_04888",NA,"T393_94_03383","Rr4_04364","CG47_05083","Ni1_00441","T60_94_03733","T267_94_03637","P86_93_03655","AB4_03977","CG964_02426","CG49_04189"
"g004097_000001","g004097","mshA","D-inositol-3-phosphate glycosyltransferase",60,19,129,1.01,1,2,0,1,0,1,130,"D-inositol-3-phosphate glycosyltransferase(128):Phosphatidyl-myo-inositol mannosyltransferase(1):Glycogen synthase(1)","mshA(128):pimA(1):NA(1)",1155,1170,1158.44,3007,3,"CG108_04500","CG118_04916","CG989_04889",NA,"T393_94_03382","Rr4_04365","CG47_05082","Ni1_00442","T60_94_03732","T267_94_03636","P86_93_03654","AB4_03976","CG964_02427","CG49_04188"
"g000456_2_000006","g000456_2",NA,"hypothetical protein",70,9,129,1.01,1,2,0,1,0,1,130,"hypothetical protein(130)","NA(130)",288,288,288,3007,4,"CG108_04501","CG118_04917","CG989_04890",NA,"T393_94_03381","Rr4_04366","CG47_05081","Ni1_00443","T60_94_03731","T267_94_03635","P86_93_03653","AB4_03975","CG964_02428","CG49_04187"
"g004750_000003","g004750","czcO","hypothetical protein",80,16,129,1.01,1,2,0,1,0,1,130,"hypothetical protein(124):putative oxidoreductase CzcO(6)","NA(124):czcO(6)",1260,1275,1270.18,3007,5,"CG108_04502","CG118_04918","CG989_04891",NA,"T393_94_03380","Rr4_04367","CG47_05080","Ni1_00444","T60_94_03730","T267_94_03634","P86_93_03652","AB4_03974","CG964_02429","CG49_04186"
"g011671_000002","g011671","gntR","hypothetical protein",70,5,129,1,1,1,0,0,0,0,129,"hypothetical protein(72):putative D-xylose utilization operon transcriptional repressor(57)","NA(72):gntR(57)",651,756,671.14,3009,1,"CG108_02160","CG118_02300","CG989_02398","CG1013_02126","T393_94_02628","Rr4_04684","CG47_00741","Ni1_00228","T60_94_02262","T267_94_02882","P86_93_02897","AB4_03648","CG964_03086","CG49_00148"
"g007987_000001","g007987",NA,"hypothetical protein",60,8,129,1,1,1,0,0,0,0,129,"hypothetical protein(129)","NA(129)",1395,1437,1396.65,3009,2,"CG108_02159","CG118_02299","CG989_02399","CG1013_02127","T393_94_02627","Rr4_04683","CG47_00740","Ni1_00229","T60_94_02261","T267_94_02881","P86_93_02896","AB4_03649","CG964_03087","CG49_00147"
"g008884_000002","g008884","lcfB","Long-chain-fatty-acid--CoA ligase",70,7,129,1,1,1,0,0,0,0,129,"Long-chain-fatty-acid--CoA ligase(129)","lcfB(129)",1515,1521,1518.6,3009,3,"CG108_02158","CG118_02298","CG989_02400","CG1013_02128","T393_94_02626","Rr4_04682","CG47_00739","Ni1_00230","T60_94_02260","T267_94_02880","P86_93_02895","AB4_03650","CG964_03088","CG49_00146"
"g005346_000001","g005346","chrA","hypothetical protein",60,13,129,1,1,1,0,0,0,0,129,"hypothetical protein(100):Chromate transport protein(29)","NA(100):chrA(29)",564,618,579.37,3010,1,"CG108_01638","CG118_04336","CG989_03649","CG1013_03518","T393_94_04724","Rr4_02723","CG47_02997","Ni1_04798","T60_94_05156","T267_94_04739","P86_93_05057","AB4_02481","CG964_04292","CG49_03654"
"g010453_000002","g010453","srpC","putative chromate transport protein",70,6,129,1,1,1,0,0,0,0,129,"putative chromate transport protein(126):hypothetical protein(3)","srpC(126):NA(3)",522,531,527.51,3010,2,"CG108_01637","CG118_04337","CG989_03648","CG1013_03519","T393_94_04725","Rr4_02722","CG47_02996","Ni1_04799","T60_94_05157","T267_94_04740","P86_93_05058","AB4_02482","CG964_04291","CG49_03655"
"g003956","g003956","yecS","hypothetical protein",50,20,129,1,1,1,0,0,0,0,129,"hypothetical protein(128):L-cystine transport system permease protein YecS(1)","NA(128):yecS(1)",645,882,872,3011,1,"CG108_04521","CG118_04937","CG989_04910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g004713_1_000001","g004713_1","sasA","Adaptive-response sensory-kinase SasA",60,9,129,1.03,1,2,0,4,0,4,133,"Adaptive-response sensory-kinase SasA(129):Sensor protein QseC(2):hypothetical protein(1):Signal transduction histidine-protein kinase BaeS(1)","sasA(129):qseC(2):baeS(1):NA(1)",258,1572,1384.11,3013,1,"CG108_00392","CG118_00393","CG989_00319","CG1013_02404","T393_94_01918","Rr4_02237","CG47_02643","Ni1_05122","T60_94_00194","T267_94_02165","P86_93_02164","AB4_01638","CG964_03754","CG49_02519"
"g008265","g008265","tadA","tRNA-specific adenosine deaminase",50,7,129,1,1,1,1,0,1,0,129,"tRNA-specific adenosine deaminase(129):hypothetical protein(1)","tadA(129):NA(1)",414,492,482.42,3015,1,"CG108_03772","CG118_04723","CG989_04694","CG1013_03970","T393_94_04128","Rr4_04019","CG47_03627","Ni1_03762","T60_94_04903","T267_94_05187","P86_93_04805","AB4_04563","CG964_03318","CG49_04479"
"g006747_000001","g006747",NA,"hypothetical protein",60,10,129,1,1,1,0,0,0,0,129,"hypothetical protein(129)","NA(129)",1338,1476,1344.49,3016,1,"CG108_02356","CG118_02496","CG989_02200","CG1013_01930","T393_94_02825","Rr4_04881","CG47_04757","Ni1_03502","T60_94_02459","T267_94_03079","P86_93_03094","AB4_03452","CG964_02888","CG49_00345"
"g008823_000002","g008823","gabD1","Succinate-semialdehyde dehydrogenase [NADP(+)] 1",70,7,129,1.03,1,2,0,4,0,4,133,"Succinate-semialdehyde dehydrogenase [NADP(+)] 1(133)","gabD1(133)",1392,1392,1392,3017,1,"CG108_03975","CG118_04520","CG989_04491","CG1013_03785","T393_94_03944","Rr4_04204","CG47_03442","Ni1_03947","T60_94_04718","T267_94_05002","P86_93_04620","AB4_04748","CG964_03502","CG49_04294"
"g006849","g006849",NA,"hypothetical protein",50,10,129,1,1,1,0,0,0,0,129,"hypothetical protein(129)","NA(129)",930,999,984.91,3018,1,"CG108_00425","CG118_00426","CG989_00286","CG1013_02448","T393_94_01962","Rr4_02092","CG47_02018","Ni1_02765","T60_94_00238","T267_94_02209","P86_93_02208","AB4_01594","CG964_03798","CG49_01958"
"g003022_1_000001","g003022_1","dmoA","Dimethyl-sulfide monooxygenase",60,20,128,1.03,1,2,0,4,0,4,132,"Dimethyl-sulfide monooxygenase(132)","dmoA(132)",516,1386,1355.55,3023,1,"CG108_04429","CG118_04845","CG989_04818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g004703_000001","g004703",NA,"hypothetical protein",60,16,128,1,1,1,0,0,0,0,128,"hypothetical protein(128)","NA(128)",3024,3030,3025.95,3026,1,"CG108_01142","CG118_01715","CG989_01678",NA,"T393_94_03148","Rr4_04600","CG47_01545","Ni1_05215","T60_94_03498","T267_94_03402","P86_93_03419","AB4_03741","CG964_02662","CG49_03954"
"g005729_000001","g005729",NA,"S-adenosyl-L-methionine-binding protein",60,13,128,1.01,1,2,0,1,0,1,129,"S-adenosyl-L-methionine-binding protein(128):hypothetical protein(1)","NA(129)",492,543,520.12,3028,1,"CG108_00797","CG118_01317","CG989_01578","CG1013_01077","T393_94_01094","Rr4_00572","CG47_01390","Ni1_01042","T60_94_01431","T267_94_01255","P86_93_01161","AB4_00166","CG964_01761","CG49_01227"
"g002873_1_000001","g002873_1","leuO","HTH-type transcriptional regulator LeuO",60,21,128,1.02,1,2,1,2,1,2,130,"HTH-type transcriptional regulator LeuO(116):hypothetical protein(7):PCP degradation transcriptional activation protein(4):Nodulation protein D 2(3):HTH-type transcriptional regulator YidZ(1)","leuO(116):NA(7):pcpR(4):nodD2(3):yidZ(1)",234,996,919.44,3029,1,"CG108_03103","CG118_02065","CG989_02632",NA,NA,"Rr4_04636",NA,NA,NA,NA,NA,"AB4_01687",NA,NA
